"Site","Vial","Date","CW","CL","TL","Notes","outliers"
"ROS","106",2022-07-18,2.4,5.1,6.7,NA,1.5131559849484
"ROS","107",2022-07-18,2.3,5,6.4,NA,1.93309934275753
"ROS","108",2022-07-18,2.5,5.2,6.9,NA,1.14966899902144
"ROS","109",2022-07-18,2.2,5.2,6.6,NA,1.85315167962012
"ROS","110",2022-07-18,2.4,5.7,7.2,NA,0.795655802466194
"ROS","111",2022-07-27,2.2,5.5,6.8,NA,1.52262977432011
"ROS","112",2022-07-27,2.2,5.5,6.5,NA,1.69199888996662
"ROS","113",2022-07-27,2.1,4.9,6.5,NA,2.30525506802202
"ROS","114",2022-07-27,2.2,6.2,7,NA,1.46698516267399
"ROS","115",2022-07-27,2.6,6.4,7.5,NA,0.881617900518166
"ROS","116",2022-07-27,2.4,5.8,7.2,NA,0.723119415287637
"ROS","117",2022-07-27,2.5,6,7.6,NA,0.825966578670162
"ROS","118",2022-07-27,2.2,5.4,6.8,NA,1.59516616149866
"ROS","119",2022-07-27,2.1,5.5,6.3,NA,1.98294948871502
"ROS","120",2022-07-27,2.2,5.1,6.7,NA,1.86923169491651
"ROS","121",2022-08-02,2.2,5.7,7,NA,1.26464425619865
"ROS","122",2022-08-02,2.3,5.7,7.2,NA,0.97369365745025
"ROS","123",2022-08-02,2.4,5.4,7.1,NA,1.06972133588404
"ROS","124",2022-08-02,2.5,5.6,6.9,NA,0.859523450307211
"ROS","125",2022-08-02,2.3,5.8,6.8,NA,1.12698275780038
"ROS","126",2022-08-02,2.3,5.5,7.2,NA,1.11876643180737
"ROS","127",2022-08-02,2.3,5.4,7,NA,1.30421556275027
"ROS","128",2022-08-02,2.1,5.2,6.6,NA,2.03118953460418
"ROS","129",2022-08-02,2.4,5.5,6.7,NA,1.22301043623417
"ROS","130",2022-08-02,2.4,5.5,6.6,NA,1.27946680811634
"ROS","131",2022-08-08,2.4,5.3,7.1,NA,1.1422577230626
"ROS","132",2022-08-08,2.3,5.7,6.8,NA,1.19951914497894
"ROS","133",2022-08-08,2.3,5.1,6.8,NA,1.63473746805028
"ROS","134",2022-08-08,2.3,5.2,6.6,NA,1.67511382463607
"ROS","135",2022-08-08,2.3,5.2,6.8,NA,1.56220108087173
"ROS","136",2022-08-08,2.4,5.1,6.1,NA,1.85189421624143
"ROS","137",2022-08-08,2.4,5.2,6.7,NA,1.44061959776984
"ROS","138",2022-08-08,2.3,5.4,6.3,NA,1.69941016592547
"ROS","139",2022-08-08,2.4,5.4,6.6,NA,1.3520031952949
"ROS","140",2022-08-08,2.2,4.8,6.2,NA,2.36912271586304
"ROS","141",2022-08-18,2,5.2,6.5,NA,2.26568376147041
"ROS","142",2022-08-18,2.4,5.4,6.7,NA,1.29554682341272
"ROS","143",2022-08-18,2.3,5.1,6.6,NA,1.74765021181463
"ROS","144",2022-08-18,2.1,4.8,6.2,NA,2.5471605708471
"ROS","145",2022-08-18,2.2,5.1,6.5,NA,1.98214443868085
"ROS","146",2022-08-18,2.3,5.3,6.8,NA,1.48966469369317
"ROS","147",2022-08-18,2,4.5,6,NA,3.05572033113117
"ROS","148",2022-08-18,2.1,4.7,6.1,NA,2.67615332990783
"ROS","149",2022-08-18,2.2,4.7,6.2,NA,2.4416591030416
"ROS","150",2022-08-18,1.9,4.9,5.9,NA,3.00006900928316
"ROS","151",2022-08-22,2.4,5.2,6.8,NA,1.38416322588767
"ROS","152",2022-08-22,2.4,5.7,7,NA,0.908568546230537
"ROS","153",2022-08-22,2.4,5.3,6.8,NA,1.31162683870911
"ROS","154",2022-08-22,2.3,5.2,6.8,NA,1.56220108087173
"ROS","155",2022-08-22,2.3,5.5,6.5,NA,1.51396103498257
"ROS","156",2022-08-22,2.5,6.2,7.4,NA,0.858126609262935
"ROS","157",2022-08-22,2.6,5.5,6.5,NA,0.979847470030398
"ROS","158",2022-08-22,2.2,5.2,6.7,NA,1.79669530773795
"ROS","159",2022-08-22,2.3,5.2,6.7,NA,1.6186574527539
"ROS","160",2022-08-22,2.3,5.2,6.2,NA,1.90093931216475
"ROS","161",2022-09-01,2.2,5.2,6.2,NA,2.07897716714881
"ANA","001",2022-05-11,3.5,7.3,9.5,NA,3.62183935050529
"ANA","002",2022-05-16,3,6.8,7.7,NA,1.35275344581313
"ANA","003",2022-05-16,2.9,6.9,7.9,NA,1.36016472177198
"ANA","004",2022-05-16,2.9,7.1,8.3,NA,1.73106298365778
"ANA","005",2022-05-16,3.1,7.3,8.4,NA,2.28866783986518
"ANA","006",2022-05-16,3.4,7.4,8.8,NA,3.12114327952459
"ANA","007",2022-05-18,3.2,7.4,8.3,NA,2.48278571014562
"ANA","008",2022-05-23,3.2,7.2,8.3,NA,2.33771293578851
"ANA","009",2022-05-23,3.2,7.5,8.7,NA,2.78114758485286
"ANA","010",2022-05-23,3.5,7.5,8.7,NA,3.31526114980503
"ANA","011",2022-05-23,3.3,7.7,8.8,NA,3.16071458607621
"ANA","012",2022-05-23,3.1,7.3,8.7,NA,2.45803695551169
"ANA","013",2022-05-23,3.3,7.7,9,NA,3.27362732984055
"ANA","014",2022-05-23,3.5,7.7,9,NA,3.62970303980866
"ANA","015",2022-05-23,3.4,7.4,9,NA,3.23405602328893
"ANA","016",2022-05-30,3.2,7.5,8.8,NA,2.83760395673504
"ANA","017",2022-06-08,3,6.2,8,NA,1.0869042383883
"ANA","018",2022-06-14,2.5,5.2,6.4,NA,1.4319508584323
"ANA","019",2022-06-14,2.3,5.5,6.8,NA,1.34459191933605
"ANA","020",2022-06-14,2.5,5.8,6.7,NA,0.827363419714438
"ANA","021",2022-06-14,2.4,5.4,6.7,NA,1.29554682341272
"ANA","022",2022-06-14,2.4,5.4,6.7,NA,1.29554682341272
"ANA","023",2022-06-14,2.6,5.3,6.6,NA,1.06846387250534
"ANA","024",2022-06-14,2.5,5.5,6.7,NA,1.04497258125011
"ANA","025",2022-06-16,2.6,5.8,7.1,NA,0.423500077201697
"ANA","026",2022-06-16,2.6,6.3,7.4,NA,0.752625141457437
"ANA","027",2022-06-16,2.7,5.9,7.9,NA,0.566723597170007
"ANA","028",2022-06-20,2.5,5.7,7.2,NA,0.617617947482138
"ANA","029",2022-06-20,2.4,5.6,6.7,NA,1.15047404905561
"ANA","030",2022-06-20,2.6,6.1,7.1,NA,0.62584098367704
"ANA","031",2022-06-20,2.4,5.5,6.9,NA,1.11009769246982
"ANA","032",2022-06-20,2.3,5.5,6.6,NA,1.4575046631004
"ANA","033",2022-06-20,2.4,5.6,7.3,NA,0.849903573068033
"ANA","034",2022-06-20,2.7,6.4,7.5,NA,0.70358004553411
"ANA","035",2022-06-20,2.5,5.3,6.8,NA,1.13358898372506
"ANA","036",2022-06-20,2.5,5.7,7,NA,0.730530691246481
"ANA","037",2022-06-20,2.6,5.6,6.5,NA,0.907311082851841
"ANA","038",2022-06-27,2.2,5.4,6.8,NA,1.59516616149866
"ANA","039",2022-06-27,2.6,6.1,7,NA,0.682297355559212
"ANA","040",2022-06-27,2.3,5.5,6.4,NA,1.57041740686474
"ANA","041",2022-06-27,2.5,6.1,7.3,NA,0.729133850202205
"ANA","042",2022-06-27,2.5,5.8,7.2,NA,0.545081560303581
"ANA","043",2022-06-27,2.5,5.5,6.5,NA,1.15788532501445
"ANA","044",2022-06-27,2.4,5.8,6.5,NA,1.11831401846284
"ANA","045",2022-06-27,2.4,5.6,6.5,NA,1.26338679281995
"ANA","046",2022-06-27,2.3,5.7,6.3,NA,1.48180100438979
"ANA","047",2022-06-27,2.5,5.5,7.2,NA,0.762690721839254
"ANA","048",2022-07-04,2.5,5.7,6.9,NA,0.786987063128653
"ANA","049",2022-07-04,2.6,5,6.8,NA,1.17316029027667
"ANA","050",2022-07-04,2.6,5.5,6.7,NA,0.866934726266055
"ANA","051",2022-07-04,2.8,5.7,7.2,NA,0.151581635346364
"ANA","052",2022-07-04,2.9,6.2,7.1,NA,0.588416768687936
"ANA","053",2022-07-04,2.3,5.9,6.9,NA,1.12779451803644
"ANA","054",2022-07-04,3.3,7,8,NA,2.20130890076893
"ANA","055",2022-07-04,2.8,6,7.5,NA,0.303473894652216
"ANA","056",2022-07-04,2.6,5.7,7.1,NA,0.496036464380254
"ANA","057",2022-07-04,2.4,5.2,6.7,NA,1.44061959776984
"ANA","058",2022-07-11,2.2,5.6,6.6,NA,1.56300613090589
"ANA","059",2022-07-11,2.3,5.2,6.7,NA,1.6186574527539
"ANA","060",2022-07-11,2.2,5.1,6.1,NA,2.20796992620954
"ANA","061",2022-07-11,2.4,5.2,6.7,NA,1.44061959776984
"ANA","062",2022-07-11,2.5,5.6,7.2,NA,0.690154334660697
"ANA","063",2022-07-11,2.5,5.7,7,NA,0.730530691246481
"ANA","064",2022-07-11,2.5,5.1,6.5,NA,1.44803087372869
"ANA","065",2022-07-11,2.3,5.1,6.5,NA,1.8041065836968
"ANA","066",2022-07-11,2.2,5.1,6.5,NA,1.98214443868085
"ANA","067",2022-07-11,2.3,5.3,6.5,NA,1.65903380933968
"ANA","068",2022-07-18,2.3,5.2,7,NA,1.44928833710738
"ANA","069",2022-07-18,2.5,5.1,6.6,NA,1.39157450184651
"ANA","070",2022-07-18,2.6,5.4,6.6,NA,0.995927485326785
"ANA","071",2022-07-18,2.2,5,6.6,NA,1.99822445397724
"ANA","072",2022-07-18,2.2,4.9,6.4,NA,2.18367358492014
"ANA","073",2022-07-18,2.8,5.8,7.3,NA,0.060756631591087
"ANA","074",2022-07-18,2.4,5.3,6.7,NA,1.36808321059128
"ANA","075",2022-07-18,2.4,5.4,6.7,NA,1.29554682341272
"ANA","076",2022-07-18,2.4,5.1,6.5,NA,1.62606872871274
"ANA","077",2022-07-18,2.3,5.2,6.7,NA,1.6186574527539
"ANA","078",2022-07-25,2.1,5.4,6.9,NA,1.71674764460055
"ANA","079",2022-07-25,2.3,5.4,6.6,NA,1.53004105027895
"ANA","080",2022-07-25,2.2,5.6,6.5,NA,1.61946250278806
"ANA","081",2022-07-25,2.1,5.3,6.6,NA,1.95865314742562
"ANA","082",2022-07-25,2.1,5.2,6.5,NA,2.08764590648635
"ANA","083",2022-07-25,2.2,5.5,6.7,NA,1.57908614620228
"ANA","084",2022-07-25,2.4,5.6,7,NA,0.981104933409096
"ANA","085",2022-07-25,2.4,5.1,6.7,NA,1.5131559849484
"ANA","086",2022-07-25,2.1,5.1,6.1,NA,2.38600778119359
"ANA","087",2022-07-25,2,5,6.4,NA,2.46721290770969
"ANA","088",2022-08-01,2.2,5.2,6.3,NA,2.02252079526664
"ANA","089",2022-08-01,2.2,5.3,6.7,NA,1.72415892055939
"ANA","090",2022-08-01,2.2,5.8,6.7,NA,1.3614769846666
"ANA","091",2022-08-01,2,4.7,6.2,NA,2.79773481300971
"ANA","092",2022-08-01,2.3,5.3,6.8,NA,1.48966469369317
"ANA","093",2022-08-01,2.2,5.4,6.6,NA,1.70807890526301
"ANA","094",2022-08-01,2.2,5.1,6.7,NA,1.86923169491651
"ANA","095",2022-08-01,2.3,5.1,6.8,NA,1.63473746805028
"ANA","096",2022-08-01,2.1,5.1,6.4,NA,2.21663866554708
"ANA","097",2022-08-01,2.2,5.7,6.7,NA,1.43401337184516
"ANA","098",2022-08-08,2.2,5.1,6.7,NA,1.86923169491651
"ANA","099",2022-08-08,2.3,5.1,6.3,NA,1.91701932746114
"ANA","100",2022-08-10,2.4,5.1,6.5,NA,1.62606872871274
"ANA","101",2022-08-10,2.4,5.6,6.6,NA,1.20693042093778
"ANA","102",2022-08-10,2.4,5.4,6.7,NA,1.29554682341272
"ANA","103",2022-08-10,2.4,5.6,6.8,NA,1.09401767717344
"ANA","104",2022-08-10,2.3,5.2,6.7,NA,1.6186574527539
"ANA","105",2022-08-10,2.6,5.8,7.2,NA,0.367043705319525
"ANA","106",2022-08-10,2.3,5.2,6.9,NA,1.50574470898955
"ANA","107",2022-08-10,2.4,5.3,6.8,NA,1.31162683870911
"ANA","108",2022-08-15,2.2,4.8,6.2,NA,2.36912271586304
"ANA","109",2022-08-22,2.3,5.1,6.5,NA,1.8041065836968
"ANA","110",2022-08-22,2.1,5.2,6.5,NA,2.08764590648635
"ANA","111",2022-08-22,2,4.8,6.5,NA,2.55582931018464
"ANA","112",2022-08-22,2.2,4.6,6,NA,2.6271082339845
"ANA","113",2022-08-22,2.2,4.8,6.4,NA,2.2562099720987
"ANA","114",2022-08-22,2.1,4.9,6.2,NA,2.47462418366854
"ANA","115",2022-08-22,2.2,5.2,6.7,NA,1.79669530773795
"ANA","116",2022-08-22,2.1,4.7,6,NA,2.73260970179
"ANA","117",2022-08-22,2.1,5.1,6.5,NA,2.16018229366491
"ANA","118",2022-08-22,2.2,5.3,6.6,NA,1.78061529244157
"ANA","119",2022-08-29,2.3,5.1,6.8,NA,1.63473746805028
"ANA","120",2022-08-29,2.2,5.1,6.8,NA,1.81277532303434
"ANA","121",2022-08-29,2.1,5,6.5,NA,2.23271868084347
"ANA","123",2022-09-01,1.9,4.7,6.2,NA,2.97577266799377
"ANA","124",2022-09-01,2.1,5.1,6.5,NA,2.16018229366491
"FHL","001",2022-05-17,3.3,6.6,8.7,NA,2.3063579552299
"FHL","002",2022-05-17,3.2,7,8.2,NA,2.13618378954922
"FHL","003",2022-05-17,3.4,8.2,9.3,NA,3.98371623636391
"FHL","004",2022-05-17,3.6,8.1,9.1,NA,4.15434281538912
"FHL","005",2022-05-17,3.5,8,9.1,NA,3.90376857322651
"FHL","006",2022-05-17,3.5,8.5,9.5,NA,4.49227599664798
"FHL","007",2022-05-17,3.5,7.6,9,NA,3.5571666526301
"FHL","008",2022-05-17,3.2,7.2,8.3,NA,2.33771293578851
"FHL","009",2022-05-25,3.2,6.8,8.5,NA,2.16048013083862
"FHL","010",2022-05-25,3.4,7,9,NA,2.9439104745747
"FHL","011",2022-05-25,3.4,7.1,8.9,NA,2.95999048987109
"FHL","012",2022-05-25,3.3,7.5,8.7,NA,2.95918543983692
"FHL","013",2022-05-25,3.5,7,9,NA,3.12194832955876
"FHL","014",2022-05-25,3.2,7,9,NA,2.58783476460659
"FHL","015",2022-05-25,3,6.2,7.7,NA,0.917535122741787
"FHL","016",2022-05-25,3.2,7.7,8.5,NA,2.81330761544564
"FHL","017",2022-05-25,3,7,8.8,NA,2.11884631087414
"FHL","018",2022-05-25,3.1,7.3,8.5,NA,2.34512421174735
"FHL","019",2022-06-08,2.9,6.7,8,NA,1.27154831929703
"FHL","020",2022-06-08,2.6,5.1,6.6,NA,1.21353664686246
"FHL","021",2022-06-08,3,6.7,8.1,NA,1.50604254616326
"FHL","022",2022-06-08,3,7.3,8.7,NA,2.27999910052764
"FHL","023",2022-06-08,2.3,5.9,6.8,NA,1.18425088991861
"FHL","024",2022-06-08,2.6,5.5,7.1,NA,0.64110923873737
"FHL","025",2022-06-08,3.3,7,8.2,NA,2.31422164453327
"FHL","026",2022-06-08,2.6,5.7,7.1,NA,0.496036464380254
"FHL","027",2022-06-08,2.9,6.7,8.3,NA,1.44091743494355
"FHL","028",2022-06-08,2.5,5.8,6.8,NA,0.770907047832267
"FHL","029",2022-06-22,3.1,7.6,9,NA,2.84501523269388
"FHL","030",2022-06-22,2.1,4.8,6.1,NA,2.60361694272927
"FHL","031",2022-06-22,2.4,5.5,6.9,NA,1.11009769246982
"FHL","032",2022-06-22,3.1,7.2,8.2,NA,2.10321870892228
"FHL","033",2022-06-22,3,6.7,8.2,NA,1.56249891804543
"FHL","034",2022-06-22,2.4,5.3,6.7,NA,1.36808321059128
"FHL","035",2022-06-22,2.8,6.9,7.9,NA,1.18212686678792
"FHL","036",2022-06-22,2.2,5.1,6.3,NA,2.0950571824452
"FHL","037",2022-06-22,2.6,5.7,7.2,NA,0.439580092498082
"FHL","038",2022-06-22,2.6,5.9,7.2,NA,0.424311837437754
"FHL","039",2022-07-06,3,6,7.6,NA,0.716005976502499
"FHL","040",2022-07-06,2.6,5.6,7,NA,0.625029223440984
"FHL","041",2022-07-06,2.4,5.6,7.1,NA,0.924648561526924
"FHL","042",2022-07-06,2.7,5.9,6.8,NA,0.472099469982383
"FHL","043",2022-07-06,2.6,5.5,7.1,NA,0.64110923873737
"FHL","044",2022-07-06,2.6,5.8,7,NA,0.479956449083868
"FHL","045",2022-07-06,2.3,5.3,7,NA,1.37675194992882
"FHL","046",2022-07-06,2.7,5.7,7.2,NA,0.261542237514027
"FHL","047",2022-07-06,2.3,5,6.4,NA,1.93309934275753
"FHL","048",2022-07-06,2.6,6.1,7.2,NA,0.569384611794869
"FHL","049",2022-07-20,2.5,5.7,6.9,NA,0.786987063128653
"FHL","050",2022-07-20,2.6,5.6,6.9,NA,0.681485595323155
"FHL","051",2022-07-20,2.6,5.3,6.9,NA,0.899094756858828
"FHL","052",2022-07-20,2.3,5.7,6.8,NA,1.19951914497894
"FHL","053",2022-07-20,2.3,5.2,6.8,NA,1.56220108087173
"FHL","054",2022-07-20,2.3,5.5,6.7,NA,1.40104829121822
"FHL","055",2022-07-20,2.3,5.2,6.5,NA,1.73157019651824
"FHL","056",2022-07-20,2.6,5.8,6.9,NA,0.536412820966039
"FHL","057",2022-07-20,2.3,5.1,6.5,NA,1.8041065836968
"FHL","058",2022-07-20,2.3,5.2,6.8,NA,1.56220108087173
"FHL","059",2022-08-03,2.1,5.4,6.6,NA,1.88611676024706
"FHL","060",2022-08-03,2.2,5.1,6.5,NA,1.98214443868085
"FHL","061",2022-08-03,2.2,5.3,6.6,NA,1.78061529244157
"FHL","062",2022-08-03,2.2,4.8,6.4,NA,2.2562099720987
"FHL","063",2022-08-03,2.5,5.4,6.8,NA,1.0610525965465
"FHL","064",2022-08-03,2.4,5.4,6.9,NA,1.18263407964838
"FHL","065",2022-08-03,2.5,5.8,7,NA,0.657994304067924
"FHL","066",2022-08-03,2.3,5.2,6.4,NA,1.78802656840041
"FHL","067",2022-08-03,2.2,5.4,6.5,NA,1.76453527714518
"FHL","068",2022-08-03,2.3,5.2,6.4,NA,1.78802656840041
"FHL","069",2022-08-18,2.1,5.1,6.4,NA,2.21663866554708
"FHL","070",2022-08-18,2.2,5.2,6.7,NA,1.79669530773795
"FHL","071",2022-08-18,2,4.7,5.9,NA,2.96710392865622
"FHL","072",2022-08-18,2.4,5.3,7,NA,1.19871409494477
"FHL","073",2022-08-18,2.2,5.1,6.7,NA,1.86923169491651
"FHL","074",2022-08-18,2.2,5.3,6.8,NA,1.66770254867722
"FHL","075",2022-08-18,2.3,5.3,7,NA,1.37675194992882
"FHL","076",2022-08-18,2.2,5.1,6.4,NA,2.03860081056302
"FHL","077",2022-08-18,2.2,5.3,6.9,NA,1.61124617679505
"FHL","078",2022-08-18,2,4.7,6.1,NA,2.85419118489188
"FHL","079",2022-08-31,2.2,4.9,6.6,NA,2.0707608411558
"FHL","080",2022-08-31,2.1,5.1,6.9,NA,1.93435680613622
"FHL","081",2022-08-31,2.3,5.1,6.7,NA,1.69119383993245
"FHL","082",2022-08-31,1.9,5.1,6.4,NA,2.57271437551519
"FHL","083",2022-08-31,2.1,4.5,5.9,NA,2.93413884802928
"FHL","084",2022-08-31,2,5.1,6.4,NA,2.39467652053114
"FHL","085",2022-08-31,2.1,5,6.6,NA,2.1762623089613
"FHL","086",2022-08-31,2,4.9,6.1,NA,2.70911841053477
"FHL","087",2022-08-31,2.2,5,6.9,NA,1.82885533833072
"FHL","088",2022-08-31,1.9,4.8,5.9,NA,3.07260539646172
"FHL","089",2022-09-14,2.1,4.8,6.2,NA,2.5471605708471
"SMS","002",2022-05-25,3.3,7.2,8.9,NA,2.85448902206559
"SMS","005",2022-06-08,2.5,5.7,7,NA,0.730530691246481
"SMS","006",2022-06-13,2.7,6.1,7.3,NA,0.373058140234093
"SMS","007",2022-06-13,2.7,6.2,7.4,NA,0.502050899294823
"SMS","008",2022-06-13,2.6,5.7,7,NA,0.552492836262425
"SMS","009",2022-06-13,2.7,6,7.2,NA,0.318810369632255
"SMS","010",2022-06-13,2.4,5.7,6.7,NA,1.07793766187705
"SMS","011",2022-06-13,2.5,6,7.1,NA,0.731342451482539
"SMS","012",2022-06-13,2.4,5.9,7,NA,0.893300291170208
"SMS","013",2022-06-13,2.6,5.7,7,NA,0.552492836262425
"SMS","014",2022-06-13,2.8,5.8,7.1,NA,0.135501620049978
"SMS","015",2022-06-13,2.6,5.7,7,NA,0.552492836262425
"SMS","016",2022-06-20,2.6,6.1,7.5,NA,0.664008738982492
"SMS","017",2022-06-20,2.7,5.9,7.2,NA,0.246273982453698
"SMS","018",2022-06-20,2.3,5.6,7,NA,1.15914278839315
"SMS","019",2022-06-20,2.4,5.4,6.9,NA,1.18263407964838
"SMS","020",2022-06-20,2.5,5.8,6.7,NA,0.827363419714438
"SMS","021",2022-06-20,2.5,5.6,7.1,NA,0.746610706542868
"SMS","022",2022-06-20,2.3,5.4,7,NA,1.30421556275027
"SMS","023",2022-06-20,2.3,5.7,7,NA,1.08660640121459
"SMS","024",2022-06-20,2.6,5.4,7,NA,0.770101997798099
"SMS","025",2022-06-20,2.4,5.3,6.7,NA,1.36808321059128
"SMS","026",2022-06-27,2.7,6.1,7.2,NA,0.391346756810813
"SMS","028",2022-06-29,2.4,5.6,7,NA,0.981104933409096
"SMS","029",2022-06-29,2.4,5.5,6.6,NA,1.27946680811634
"SMS","030",2022-06-29,2.3,5.2,6.7,NA,1.6186574527539
"SMS","031",2022-06-29,2.4,5.2,6.7,NA,1.44061959776984
"SMS","032",2022-06-29,2.3,5.4,6.7,NA,1.47358467839678
"SMS","033",2022-06-29,2.2,5.5,6.7,NA,1.57908614620228
"SMS","034",2022-06-29,2.3,5.4,6.7,NA,1.47358467839678
"SMS","035",2022-06-29,2.3,5.4,6.7,NA,1.47358467839678
"SMS","036",2022-07-04,2.6,5.6,7.3,NA,0.493827863099921
"SMS","037",2022-07-04,2.4,5.6,6.8,NA,1.09401767717344
"SMS","038",2022-07-04,2.6,5.6,6.8,NA,0.737941967205327
"SMS","039",2022-07-04,2.6,5.3,6.6,NA,1.06846387250534
"SMS","040",2022-07-04,2.6,5.9,7.1,NA,0.480768209319925
"SMS","041",2022-07-04,2.7,5.7,7.2,NA,0.261542237514027
"SMS","042",2022-07-04,2.6,5.8,7.1,NA,0.423500077201697
"SMS","043",2022-07-04,2.7,5.6,6.7,NA,0.616360484103442
"SMS","044",2022-07-04,2.7,5.8,7,NA,0.301918594099812
"SMS","045",2022-07-04,2.1,5.3,6.6,NA,1.95865314742562
"SMS","046",2022-07-11,2.3,5.3,6.5,NA,1.65903380933968
"SMS","047",2022-07-11,2.4,5.3,6.5,NA,1.48099595435563
"SMS","048",2022-07-11,2.3,5,6.3,NA,1.9895557146397
"SMS","049",2022-07-11,2.6,5.2,6.6,NA,1.1410002596839
"SMS","050",2022-07-11,2.5,5.2,6.8,NA,1.20612537090361
"SMS","051",2022-07-11,2.4,6.4,7.1,NA,1.19952585518083
"SMS","052",2022-07-11,2.4,5.3,6.7,NA,1.36808321059128
"SMS","053",2022-07-11,2.3,5.3,6.9,NA,1.433208321811
"SMS","054",2022-07-11,2.4,5.5,7.1,NA,0.997184948705482
"SMS","055",2022-07-11,2.1,4.8,6.6,NA,2.32133508331841
"SMS","056",2022-07-25,2.1,5.4,6.7,NA,1.82966038836489
"SMS","057",2022-07-25,2.2,5.2,6.9,NA,1.68378256397361
"SMS","058",2022-07-25,2.2,5.5,6.7,NA,1.57908614620228
"SMS","059",2022-07-25,2,4.9,6.5,NA,2.48329292300608
"SMS","060",2022-07-25,2.2,5.3,6.3,NA,1.94998440808808
"SMS","061",2022-07-25,2.2,5.1,6.8,NA,1.81277532303434
"SMS","062",2022-07-25,2.4,5.7,7.5,NA,0.890279929653818
"SMS","063",2022-07-25,2.2,5.2,6.6,NA,1.85315167962012
"SMS","064",2022-07-25,2.2,5.2,6.6,NA,1.85315167962012
"SMS","065",2022-07-25,2.1,5.1,6.5,NA,2.16018229366491
"SMS","066",2022-08-01,2.3,5.6,6.6,NA,1.38496827592184
"SMS","067",2022-08-01,2.3,6.2,7.6,NA,1.32711506299539
"SMS","068",2022-08-01,2.4,5.2,6.9,NA,1.3277068540055
"SMS","069",2022-08-01,2.4,4.8,6.4,NA,1.90013426213059
"SMS","070",2022-08-01,2.1,5.4,6.7,NA,1.82966038836489
"SMS","071",2022-08-01,2.2,4.9,5.8,NA,2.52241181621317
"SMS","072",2022-08-01,2.2,5.4,6.7,NA,1.65162253338084
"SMS","073",2022-08-01,2.3,5.6,6.7,NA,1.32851190403967
"SMS","074",2022-08-01,1.9,4.9,5.8,NA,3.05652538116534
"SMS","075",2022-08-01,2.2,5.3,6.4,NA,1.89352803620591
"SMS","076",2022-08-08,2.2,6.1,7.1,NA,1.33799240361326
"SMS","077",2022-08-08,2.3,5.5,7,NA,1.23167917557171
"SMS","078",2022-08-08,2.4,5.3,6.7,NA,1.36808321059128
"SMS","079",2022-08-08,2.3,5.4,6.7,NA,1.47358467839678
"SMS","080",2022-08-08,2.3,5.2,6.5,NA,1.73157019651824
"SMS","081",2022-08-08,2.3,5.6,6.7,NA,1.32851190403967
"SMS","082",2022-08-08,2.4,5.6,7.1,NA,0.924648561526924
"SMS","083",2022-08-08,2.4,5.7,7.1,NA,0.852112174348366
"SMS","084",2022-08-08,2.3,5.7,7.1,NA,1.03015002933242
"SMS","085",2022-08-08,2.5,5.6,6.7,NA,0.972436194071554
"SMS","086",2022-08-15,2,4.9,6.4,NA,2.53974929488825
"SMS","087",2022-08-15,2.4,5.3,6.7,NA,1.36808321059128
"SMS","088",2022-08-15,2.3,5.1,6.8,NA,1.63473746805028
"SMS","089",2022-08-15,2.3,5.2,6.8,NA,1.56220108087173
"SMS","090",2022-08-15,2.2,4.8,6.2,NA,2.36912271586304
"SMS","091",2022-08-15,2.2,4.9,6.2,NA,2.29658632868448
"SMS","092",2022-08-15,2.2,5.1,6.5,NA,1.98214443868085
"SMS","093",2022-08-15,2.2,5,6.3,NA,2.16759356962375
"SMS","094",2022-08-15,2,4.7,6.1,NA,2.85419118489188
"SMS","095",2022-08-22,2.2,5.2,6.5,NA,1.9096080515023
"SMS","096",2022-08-22,1.9,4.8,6.3,NA,2.84677990893304
"SMS","097",2022-08-22,2.1,5.1,6.7,NA,2.04726954990057
"SMS","098",2022-08-22,2.2,5.1,6.4,NA,2.03860081056302
"SMS","099",2022-08-22,2,5.1,6.4,NA,2.39467652053114
"SMS","100",2022-08-22,2,5,6.3,NA,2.52366927959187
"SMS","101",2022-08-22,2,4.9,6.3,NA,2.59620566677042
"SMS","102",2022-08-22,2.1,5,6.4,NA,2.28917505272564
"SMS","103",2022-08-22,2.1,5,6.4,NA,2.28917505272564
"SMS","104",2022-08-22,2.2,5.2,6.6,NA,1.85315167962012
"SMS","106",2022-08-29,2.3,5.8,6.8,NA,1.12698275780038
"SMS","107",2022-08-29,2,5,6.5,NA,2.41075653582752
"SMS","108",2022-08-29,2.2,5.2,6.6,NA,1.85315167962012
"SMS","109",2022-08-29,1.9,4.8,6.3,NA,2.84677990893304
"SMS","112",2022-09-05,2,5.3,6.3,NA,2.30606011805619
"SMS","114",2022-09-05,2.3,5.7,6.7,NA,1.25597551686111
"SMS","115",2022-09-05,2.1,4.9,6.6,NA,2.24879869613985
"SMS","119",2022-09-12,2.2,4.9,6.3,NA,2.24012995680231
"SMS","120",2022-09-12,2.2,5.3,6.3,NA,1.94998440808808
"SMS","121",2022-09-12,2.1,4.7,5.5,NA,3.01489156120085
"SMS","122",2022-09-12,2.2,4.8,5.7,NA,2.6514045752739
"SMS","123",2022-09-12,2.3,4.8,5.7,NA,2.47336672028984
"SMS","124",2022-09-12,2.1,5,6.3,NA,2.34563142460781
"SMS","125",2022-09-12,2.3,5.2,6.6,NA,1.67511382463607
